일자	단어	뜻
122일차	troop	대
122일차	add	추가하다
122일차	orbit 	궤도를 돌다
122일차	stroke 	뇌졸중
122일차	motivation 	동기
122일차	persuade	설득하다
122일차	recent 	최근의
122일차	component 	요소
122일차	swallow one’s pride 	자존심을 굽히다
122일차	take hold 	자리를 잡다
122일차	input	투입
122일차	giftedness 	영재성
122일차	perceive 	인지하다
122일차	demonstrate 	보여 주다
122일차	outperform 	~보다 더 뛰어난 성과를 내다
123일차	isolate	고립시키다
123일차	challenging 	"힘든, 도전적인"
123일차	quote 	인용하다
123일차	yield 	수확량
123일차	sniff	코를 킁킁거리다
123일차	couch 	소파
123일차	causal 	원인이 되는
123일차	fade	바래다
123일차	yield 	"굴복하다, 항복하다"
123일차	go over 	~을 검토하다
123일차	cynical	냉소적인
123일차	building block 	구성 요소
123일차	decision	결정
123일차	elevate 	"높이다, 올리다"
123일차	community 	"(동물의) 군집, 집단"
123일차	disgust	불쾌하게 하다
123일차	ownership 	소유(권)
123일차	go over 	~을 검토하다
123일차	efficient 	효율적인
123일차	aloud	큰 소리로
123일차	rational 	"이성적인, 합리적인"
123일차	movie	영화
123일차	probably	"아마, 십중팔구"
123일차	craft 	공예
123일차	linguistically 	언어적으로
123일차	stability 	안정
123일차	obvious 	명백한
123일차	tolerant 	관용적인
123일차	molecule 	분자
123일차	rot	썩다
123일차	grand	위대한
123일차	inclined 	기울어진
123일차	stimulus	"자극, 자극물"
123일차	chairman	의장
123일차	schema	"스키마, 도식(과거의 경험과 지식에 의해 형성된 개인의 인지 구조)"
123일차	nonverbal 	비언어적인
123일차	short-sighted 	"근시안적인, 근시의"
123일차	hesitancy 	"주저, 망설임"
123일차	mature 	발달하다
123일차	hypothesis	가설
123일차	socialization 	사회화
123일차	breed	기르다
123일차	occasion	경우
123일차	allied 	"연관된, 동맹한"
123일차	sow 	(씨를) 뿌리다
123일차	grow	성장하다
123일차	species	종
123일차	raise 	(임금의) 인상
123일차	competitive 	경쟁적인
123일차	damage	손해
124일차	mindless 	"특별한 이유가 없는, 아무 생각 없는"
124일차	expect	기대하다
124일차	feature 	특별히 출연시키다
124일차	portion	"일부, 부분"
124일차	at	-에서
124일차	expert 	전문가
124일차	instinctive 	본능적인
124일차	chin	턱(끝) 턱에 대다
124일차	gold	금
124일차	stubborn 	"지우기 힘든, 다루기 힘든"
124일차	spirit 	"마음, 정신"
124일차	stage	무대
124일차	behave oneself 	"바르게 행동하다, 행동을 삼가다"
124일차	unaware of 	~을 알지 못하는
124일차	intently	"골똘히, 열중하여"
124일차	correspondent 	특파원
124일차	spin 	자전
124일차	additional 	추가의
124일차	awake	깨우다
124일차	presidency 	회장직
124일차	substantial	실체의
124일차	ongoing 	진행 중인
124일차	position 	"견해, 입장"
124일차	policy	정책
124일차	habitat 	서식지
124일차	payment 	"지불, 납입"
124일차	audience	청중
124일차	engage with 	~에 관여하다
124일차	explicit	명백한
124일차	controversy	논쟁
124일차	figure 	"수치, 수"
124일차	adopt	채용하다
124일차	management 	관리
124일차	additional 	추가의
124일차	dull	둔한
124일차	compound 	화합물
124일차	deep	깊은
124일차	account 	설명
124일차	intervention 	개입
124일차	machine	기계
124일차	longevity 	장수
124일차	currently 	"현재, 지금"
124일차	opposite to 	~과 반대의
124일차	advertise 	"짐짓 드러내다, 광고하다"
124일차	passion	정열
124일차	calendar	달력
124일차	correlate 	"상관관계를 보여 주다, 연관시키다"
124일차	migrate	이주하다
124일차	direct	지도하다
124일차	feel	만져보다
125일차	urbanization 	도시화
125일차	national identity 	국가 정체성
125일차	empire 	"제정, 제국"
125일차	eventually 	결국
125일차	random 	"무작위의, 무작위적인"
125일차	conflict 	"충돌, 갈등"
125일차	refrigerator	냉장고
125일차	region	지방
125일차	continuum 	연속선
125일차	after the fact 	(이미 일이 벌어지고 난) 사후에
125일차	drain	배수하다
125일차	atmosphere 	분위기
125일차	encounter 	"맞닥뜨리다, 만나다"
125일차	swift	빠른
125일차	shore	물가
125일차	critical 	중요한
125일차	faintly 	희미하게
125일차	supposedly 	"이른바, 생각건대"
125일차	scramble	기다
125일차	glow	타다
125일차	amused 	즐거운
125일차	luxury	사치
125일차	credit	신용
125일차	investigation 	"연구, 조사"
125일차	experiment 	실험
125일차	flexible	구부리기 쉬운
125일차	counter	계산하는 사람
125일차	representative 	대표(자)
125일차	cooperate	협동하다
125일차	formulate 	정립하다
125일차	gang	한 떼
125일차	unprecedented 	전례 없는
125일차	editor 	편집자
125일차	equilibrium 	평형 (상태)
125일차	strengthen 	"튼튼히 하다, 강화하다"
125일차	fall short of 	"~에 미치지 못하다, 미흡하다"
125일차	hobby	취미
125일차	pronounce	"발음하다, 음독하다"
125일차	institution 	기관
125일차	loyal 	"충실한, 충성스러운"
125일차	yes	예
125일차	waste 	"배설물, 쓰레기"
125일차	metaphor 	"은유, 비유"
125일차	calculate 	계산하다
125일차	cowboy	목동
125일차	secure 	확보하다
125일차	hatch 	부화하다
125일차	situation	장소
125일차	owe	지불할 의무가 있다
125일차	hesitant 	"머뭇거리는, 망설이는"
126일차	admiration 	존경
126일차	fertilize 	비료를 주다
126일차	perceive 	인지하다
126일차	tremendous	무서운
126일차	link 	연결하다
126일차	supper	저녁식사
126일차	phenomenon 	현상
126일차	agricultural 	농업의
126일차	gain 	"이득, 이익"
126일차	constitution 	헌법
126일차	exaggerated 	과장된
126일차	explanation 	설명
126일차	refine	정제정련하다
126일차	aptitude 	적성
126일차	devote 	바치다
126일차	shift 	"전가하다, 옮기다"
126일차	chaos 	혼돈
126일차	occasionally 	가끔
126일차	urgent 	긴급한
126일차	attract 	(주목 등을) 끌다
126일차	subtly 	"미묘하게, 섬세하게"
126일차	welfare 	"행복, 안녕"
126일차	profit margin 	수익
126일차	linguistically 	언어적으로
126일차	souvenir 	기념품
126일차	after	후에
126일차	grounded in 	~에 기반을 둔
126일차	crucial experiment 	결정적 실험
126일차	condemn 	"비난하다, 규탄하다"
126일차	lesson	학과
126일차	identify 	"찾아내다, 확인하다"
126일차	phenomenon 	현상 (pl. phenomena)
126일차	pioneering 	"선구적인, 선도적인"
126일차	apply oneself 	"열심히 노력하다, 전념하다"
126일차	flooding 	홍수
126일차	punctuate 	중단시키다
126일차	temptation 	유혹(적인 음식[것])
126일차	self-fulfilling 	자기 충족적인
126일차	wall	벽
126일차	alternative 	대안
126일차	unquestioned	"의심의 여지가 없는, 의심할 수 없는"
126일차	alternative	어느 한쪽의 양자택일
126일차	enormous 	거대한
126일차	significant 	"의미가 있는, 중요한"
126일차	express 	표현하다
126일차	impress 	깊은 인상을 주다
126일차	strategy 	전략
126일차	darling	귀여운
126일차	loyal	충성스러운
126일차	immense	무한한
127일차	guts 	"배짱, 용기"
127일차	slight	약간의
127일차	acquaint	알리다
127일차	remote 	멀리 떨어진
127일차	reference 	"언급, 논급"
127일차	huge	거대한
127일차	constant 	"끊임없는, 지속적인"
127일차	betray	배반하다
127일차	state 	"말하다, 언급하다"
127일차	strict	엄중한
127일차	missing 	"없어진, 행방불명의"
127일차	shelter 	쉼터
127일차	enhance	향상하다
127일차	versus	"…대, …에 대한"
127일차	trace 	"(원인을) 밝혀내다, 추적하다"
127일차	weigh up 	평가하다
127일차	obvious 	분명한
127일차	bold	대담한
127일차	imply 	"함축하다, 내포하다"
127일차	conceive	상상하다
127일차	linguistics 	언어학
127일차	launch 	"(우주선 등을) 쏘아 올리다, 발사하다"
127일차	commit	위탁하다
127일차	primarily 	주로
127일차	get	얻다
127일차	bone	뼈
127일차	line of attack 	대처 방안
127일차	guideline	지침
127일차	tolerate 	"용인하다, 참다"
127일차	silly	어리석은 바보
127일차	summary	요약
127일차	vary	바꾸다
127일차	revenue 	"수입, 수익"
127일차	ape 	유인원
127일차	spread	펴다
127일차	stimulus	"자극, 자극물"
127일차	hundred	100 100의
127일차	compile 	엮어서 만들다
127일차	preference 	"선호, 선호되는 것"
127일차	utilize 	"이용하다, 활용하다"
127일차	illustrate 	"예증하다, 설명하다"
127일차	apparently 	"겉보기에는, 외관상으로"
127일차	defend	방어하다
127일차	evaluate 	평가하다
127일차	take advantage of 	~을 활용하다
127일차	expend 	소비하다
127일차	entirely 	"전적으로, 완전히"
127일차	essence 	"본질, 정수"
127일차	mixture 	혼합물
127일차	domain	영토
128일차	monster	괴물
128일차	dose	1회복용량 투약하다
128일차	alive	살아있는
128일차	objective 	"객관적인, 실증적인"
128일차	prompt	"재빠른, 신속한, 즉시 …하는"
128일차	apply 	바르다
128일차	parallel	평행의
128일차	potato	감자
128일차	internalize 	내면화하다
128일차	constituency 	유권자
128일차	award 	수여하다; 상
128일차	rest on 	~에 의지하다
128일차	convince 	확신시키다
128일차	prestigious 	"훌륭한, 명망 있는"
128일차	soccer	축구
128일차	periodic 	주기적인
128일차	legitimate 	"정당한, 합법적인"
128일차	steal	훔치다
128일차	moral 	도덕적인
128일차	ownership 	"보유, 소유"
128일차	horror	공포
128일차	loan	대부
128일차	disagree	일치하지 않다
128일차	tie	매다
128일차	subjective 	주관적인
128일차	veery 	개똥지빠귀의 일종
128일차	register 	"영향을 주다, 감명을 주다"
128일차	pot	단지
128일차	complexity 	복잡성
128일차	roughly 	대략
128일차	confident	확신하는
128일차	minor metals 	비주류 금속(비(卑)금속을 제련할 때 생 기는 부산물인 금속)
128일차	term 	용어
128일차	newsletter 	소식지
128일차	left	왼쪽의
128일차	pour	따르다
128일차	serve as 	~의 역할을 하다
128일차	total	총계 전체의 합계하다
128일차	committed 	헌신적인
128일차	Congress 	"(미국의) 의회, 국회"
128일차	forum	공개토론회
128일차	biography 	전기
128일차	fraction	분수
128일차	dietary supplement 	건강 보조 식품
128일차	dust 	먼지
128일차	front 	"첨병, 최전선"
128일차	pioneering 	선구적인
128일차	long	"(길이,시간 등)긴"
128일차	organic 	"유기의, 유기체의"
128일차	stretch out 	~을 내밀다[뻗다]
129일차	outline	윤곽
129일차	stuck 	"막힌, 꼼짝하지 못하는"
129일차	accumulate 	축적하다
129일차	relatively 	비교적
129일차	hire	고용하다
129일차	identical	아주 동일한
129일차	ex-directory 	전화번호부에 올라 있지 않은
129일차	silver	은
129일차	off	떨어져
129일차	world	세계
129일차	cottage	시골집
129일차	translate ~ into …	~을 …으로 고쳐 말하다[옮기다]
129일차	mudslide 	"진흙 사태, 이류(泥流)"
129일차	roam 	"떠돌다, 헤매다"
129일차	immediately 	"바로, 즉시"
129일차	relative 	"친척, (공통의 계통을 갖는) 동물[식물]"
129일차	acculturation 	"문화적 적응, 사회화"
129일차	drug	약제
129일차	ruin	파멸
129일차	extremely 	매우
129일차	arise 	"발생하다, 일어나다"
129일차	context 	"환경, 맥락"
129일차	claim 	주장하다
129일차	regulatory 	규제의
129일차	dietary supplement 	건강 보조 식품
129일차	dweller 	"거주자, 주민"
129일차	reputation 	평판
129일차	assure 	~에게 확신시키다
129일차	baking soda 	베이킹 소다(탄산수소 나트륨)
129일차	feature 	특징
129일차	appraise 	평가하다
129일차	guts 	"배짱, 용기"
129일차	front office 	"행정실, (사업체의) 본부"
129일차	keen 	"깊은, 강한"
129일차	executive 	"집행하는, 실행하는"
129일차	confess 	고백하다
129일차	irony	반어
129일차	attraction 	"끌림, 매력"
129일차	regulatory 	규제의
129일차	courtship dance 	구애 춤
129일차	separate 	분리하다
129일차	congratulate	축하하다
129일차	handle	손잡이
129일차	care	걱정
129일차	high end 	"고급, 최고"
129일차	extensively 	폭넓게
129일차	advocate 	옹호자
129일차	go	가다
129일차	row	줄
129일차	dedication 	"전념, 헌신"
130일차	inform 	알리다
130일차	the ocean of 	수많은
130일차	in a flash 	"순간적으로, 순식간에"
130일차	assurance 	확신
130일차	shortfall 	부족분
130일차	celebrate 	축하하다
130일차	scarce 	부족한
130일차	meditation 	명상
130일차	hand down 	~을 물려주다
130일차	contrast	대조
130일차	populist 	"인민주의의, 인민당의; 포퓰리스트, 인 민주의자"
130일차	affordable 	(가격이) 저렴한
130일차	contact	접촉
130일차	critical 	"결정적인, 중요한"
130일차	mislead 	오도하다
130일차	separation 	분리
130일차	catch up on 	(소식·정보를) 알아내다
130일차	all the same 	여전히
130일차	intellectual 	지식인
130일차	fasten	단단히 고정시키다
130일차	complementary 	보완적인
130일차	bean	콩
130일차	ministry	장관(목사)의 직(소임)
130일차	transfer	옮기다
130일차	regulate 	"규제하다, 통제하다"
130일차	unreasonable 	불합리한
130일차	orderly 	"질서 정연한, 정돈된"
130일차	pork	돼지고기
130일차	atomism 	원자론
130일차	ethanol 	에탄올
130일차	solid 	견실한
130일차	jet	(가스등의)분출
130일차	stripe	줄무늬
130일차	adolescent	청년기의
130일차	label 	"일컫다, 부르다"
130일차	abandon 	버리다
130일차	choir	(교회의)성가대
130일차	whereas	cnj.(-인)까닭에
130일차	free	자유로운
130일차	schema	"스키마, 도식(과거의 경험과 지식에 의해 형성된 개인의 인지 구조)"
130일차	organic chemistry 	유기 화학
130일차	picnic	소풍
130일차	loose 	"헐거운, 느슨한"
130일차	sewage 	"하수, 오수"
130일차	indicate	지적하다
130일차	passive 	수동적인
130일차	contemporary 	현대의
130일차	science	과학
130일차	protein	IG1s
130일차	cautious 	신중한
131일차	double back on oneself 	왔던 길로 되돌아가다
131일차	below	아래에
131일차	specific 	특정한
131일차	short-sighted 	"근시안적인, 근시의"
131일차	feed into 	~에 영향을 미치다
131일차	absolute	절대의
131일차	believe	믿다
131일차	at random 	무작위로
131일차	manifest	명백히 하다
131일차	heavy	무거운
131일차	table	테이블
131일차	laundry	세탁물
131일차	in the absence of 	~이 없을 경우[때]
131일차	undertaking 	"일, 과업"
131일차	incorrectly 	"잘못되게, 틀리게"
131일차	evolution 	진화
131일차	primacy 	"제일, 수위"
131일차	chorus	합창
131일차	evolution	진화
131일차	outdated 	"구식인, 낡은"
131일차	kid	아이
131일차	atmosphere	대기
131일차	genuine	진짜의
131일차	scrub	(관목의)숲
131일차	brilliant	빛나는
131일차	tension 	긴장
131일차	maintain 	유지하다
131일차	strive for 	~을 얻으려고 노력하다
131일차	roll	구르다
131일차	slave	노예 노예처럼 일하다
131일차	let	시키다
131일차	vicious circle 	악순환
131일차	fertilization 	"수정, 수태, 비옥화"
131일차	efficient 	효율적인
131일차	option 	선택(할 수 있는 것)
131일차	random 	제멋대로의
131일차	rank 	(등급·등위·순위를) 차지하다
131일차	device 	"기기, 장치"
131일차	price	"값, 가격, 대가, 정가"
131일차	blind	눈먼
131일차	infection 	감염
131일차	urban 	도시의
131일차	miss	미혼 여성 실수하다
131일차	document	서류
131일차	drive 	(조직적인) 운동
131일차	exclusively 	"오직, 배타적으로"
131일차	express 	표현하다
131일차	horn	뿔
131일차	apparent	명백한
131일차	influential 	"영향력 있는, 유력한"
132일차	elect 	"당선시키다, 선출하다"
132일차	gross	총계의
132일차	trunk	줄기
132일차	innovate	새롭게 하다
132일차	cruel	잔인한
132일차	cap	모자
132일차	reveal 	밝히다
132일차	proper	"고유의, 독특한, 본연의,  특유한"
132일차	sector 	"분야, 부문, 영역"
132일차	constitute	구성하다
132일차	irrational 	비이성적인
132일차	allied 	"연관된, 동맹한"
132일차	drilling 	시추
132일차	knight	(중세의)기사
132일차	architectural 	건축상의
132일차	unnoticeable 	눈에 띄지 않는
132일차	in turn 	결과적으로
132일차	enrollment rate 	등록률
132일차	orbital tour 	궤도 선회
132일차	always	늘
132일차	in the space of 	~의 기간 내에
132일차	elementary	기본의
132일차	stress 	강조하다
132일차	eraser	지우는 사람
132일차	resign	사임하다
132일차	reference point 	기준점
132일차	dish	접시
132일차	urban 	"도시화의, 도시의"
132일차	pain	고통
132일차	assume 	"추정하다, 가정하다"
132일차	in terms of 	~의 관점에서
132일차	approach	다가가다
132일차	assumption 	가정
132일차	employ	고용하다
132일차	substitute 	"대리인, 대체자"
132일차	specific 	"구체적인, 특정한"
132일차	(all) on one’s own	"자력으로, 자기 스스로"
132일차	physics 	물리학
132일차	fame	명성
132일차	transaction 	거래
132일차	beforehand 	미리
132일차	devise	고안하다
132일차	reflection 	"반영, 반사"
132일차	frame 	"짜 맞추다, 짜 넣다, 틀 속에서 정리하다"
132일차	trim	산뜻한 정돈하다
132일차	straightforward 	간단한
132일차	association 	협회
132일차	philosophy 	철학
132일차	cite 	"말하다, 언급하다"
132일차	inclination 	성향
133일차	seal	인장
133일차	living matter 	생물
133일차	be compelled to do 	(어쩔 수 없이) ~해야만 하다
133일차	smash	박살내다
133일차	perhaps	아마
133일차	destination 	여행지
133일차	contribute 	이바지하다
133일차	term 	용어
133일차	microphone	확성기
133일차	intrigue	음모
133일차	travel	여행하다
133일차	poem	시
133일차	cynical 	"부정적인, 냉소적인"
133일차	at the very least 	적어도
133일차	civil war 	내전
133일차	stir	휘젓다
133일차	nurture 	"양성하다, 키우다"
133일차	contribute 	기부하다
133일차	specialize in 	~을 전문으로 하다
133일차	unquestioned	"의심의 여지가 없는, 의심할 수 없는"
133일차	genetic 	유전적인
133일차	profound 	"심대한, 심오한"
133일차	at hand 	당면한
133일차	situate 	"두다, 위치시키다"
133일차	name	이름
133일차	roadbed 	"노면, 노상"
133일차	architecture	건축
133일차	eyebrow	눈썹
133일차	retain 	"유지하다, 보유하다"
133일차	scarce 	"부족한, 적은"
133일차	false positive 	긍정 오류(거짓인 것이 참으로 잘못 판 정되는 오류)
133일차	govern	다스리다
133일차	vet hospital 	동물 병원
133일차	dying to do 	몹시 ~하고 싶은
133일차	entitle	자격을 주다
133일차	warehouse	창고
133일차	mistrust 	불신
133일차	pleasure	즐거움
133일차	appreciate	감상하다
133일차	contribute to 	~의 원인이 되다
133일차	thousand	천
133일차	shelter	피난처
133일차	independent 	독자적인
133일차	foot	발
133일차	causal 	"인과 관계의, 원인의"
133일차	local 	지역의
133일차	toxic 	독성의
133일차	shot 	숏(영화에서 한 대의 카메라가 계속해 서 잡는 장면)
133일차	pleasant	기분 좋은
133일차	apparently 	"보아하니, 언뜻 보기에"
134일차	wetland 	습지
134일차	otherwise	딴 방법으로는
134일차	static 	정적인
134일차	lend oneself to 	~에 가담하다
134일차	account 	"기술, 설명"
134일차	purchasing power 	구매력(한 단위의 통화가 여러 가지 재 화나 용역을 살 수 있는 재력)
134일차	identify 	확인하다
134일차	in effect 	"사실상, 실제로"
134일차	simulate 	"모의실험하다, 시뮬레이션하다"
134일차	transfer 	이동(하다)
134일차	optimal 	최적의
134일차	happen	(사건 등이)일어나다
134일차	gymnasium	실내체조장
134일차	change blindness 	변화맹
134일차	valid	유효한
134일차	register	기록
134일차	permit 	허용하다
134일차	bloom 	"한창, 최고점"
134일차	in effect 	"사실상, 실제로"
134일차	motive 	동기
134일차	appoint	지정하다
134일차	tap	가볍게 치기
134일차	stuff 	채우다
134일차	customarily 	관례적으로
134일차	betray 	배신하다
134일차	tradition	전설
134일차	city	도시
134일차	grain 	"낟알, 곡물"
134일차	bias	치우침
134일차	persist 	끈기 있게 지속하다
134일차	import	수입하다
134일차	manor 	"저택, 장원(莊園)"
134일차	incidence 	"발생률, 빈도"
134일차	characterize 	특징을 나타내다
134일차	zoning law 	토지 이용 규제법
134일차	arrange 	"정돈하다, 배열하다"
134일차	mean	의미하다
134일차	realization 	깨달음
134일차	honey	벌꿀
134일차	etc	등등
134일차	hug	꼭 껴안다
134일차	resort to 	~에 의존하다
134일차	premier	"국무 총리, 수상"
134일차	advance	나아가다
134일차	composition 	"짧은 글, 작문"
134일차	initial 	처음의
134일차	diary	일기
134일차	commodity 	상품
134일차	ownership 	"보유, 소유"
134일차	note 	말하다
135일차	foster 	"촉진하다, 조성하다"
135일차	academy	학술원
135일차	mobile	움직이기 쉬운
135일차	attitude 	태도
135일차	constantly 	계속해서
135일차	straightforward 	간단한
135일차	opportunity	기회
135일차	expertise 	"전문 지식, 전문 기술"
135일차	consist in 	~에 있다
135일차	primarily 	무엇보다 먼저
135일차	assess	(세금 등을)사정하다
135일차	sentiment 	"정서, 감정"
135일차	notice	"통지, 통보"
135일차	devote	바치다
135일차	relatively 	"비교적, 상대적으로"
135일차	fundamentally 	근본적으로
135일차	school supplies 	학용품
135일차	love	사랑
135일차	trap 	함정에 빠뜨리다; 함정
135일차	gene-splicing 	유전자 접합
135일차	drive 	"구동하다, 추진하다"
135일차	sand	모래사장
135일차	influential 	영향력 있는
135일차	loosen up 	~을 느슨하게 만들다
135일차	adapt 	"조정하다, 맞추다"
135일차	triangle	각형
135일차	inseparable 	"불가분의, 분리할 수 없는"
135일차	prevent 	"방지하다, 막다"
135일차	steady	확고한
135일차	digitization 	디지털화
135일차	accompany 	"함께 가다, 동반하다"
135일차	admission	입장
135일차	humanity 	인간
135일차	lose	잃다
135일차	lid	뚜껑
135일차	self-awareness 	자기 인식
135일차	respond	대답하다
135일차	herbicide 	제초제
135일차	bush	덤불
135일차	uneven 	"한결같지 않은, 불공정한"
135일차	reputation 	명성
135일차	forgive	용서하다
135일차	mounting 	증가하는
135일차	subject to 	(특히 나쁜 영향을 받아) ~될 수 있는
135일차	be subject to 	~에[의] 영향을 받다
135일차	squeeze	압착하다
135일차	in person 	직접
135일차	limitation 	한계
135일차	doubly 	이중으로
135일차	serve as 	"~으로 근무하다, ~의 역할을 하다"
136일차	eventual 	결국의
136일차	get in 	(대학 등에) 입학 허가를 받다
136일차	assistance 	"도움, 원조"
136일차	acculturation 	"문화적 적응, 사회화"
136일차	neutral	중립의
136일차	provide 	제공하다
136일차	majority 	대다수
136일차	way	길
136일차	instill 	주입하다
136일차	ultimately 	결국
136일차	notice 	"고지, 통지"
136일차	forehead	이마
136일차	agree	동의하다
136일차	key	열쇠
136일차	bargain	매매
136일차	expensive	비용이 드는
136일차	take over 	~을 차지하다
136일차	output	산출
136일차	resident 	주민
136일차	authorities 	"당국, 관계자"
136일차	apology	사과
136일차	back and forth	"주고받으며, 왔다 갔다, 앞뒤로"
136일차	dine	저녁식사를 하다
136일차	till	-까지
136일차	interest 	"이해관계(자), 이익"
136일차	simulate 	"모조하다, 흉내 내다"
136일차	reduce 	줄이다
136일차	sampling 	"표본 추출, 샘플링"
136일차	validation 	"확인, 검증"
136일차	condemn 	강하게 비난하다
136일차	prosociality 	친사회성
136일차	critical goal 	중대 목표
136일차	consensus 	"합의, 일치"
136일차	narrate	이야기하다
136일차	date back to 	(역사가) ~까지 거슬러 올라가다
136일차	chill	차가움
136일차	perception 	"견해, 인식, 자각"
136일차	appreciate 	감사하다
136일차	new	새로운
136일차	knife	나이프
136일차	tech 	과학 기술
136일차	childbirth 	출산
136일차	palm	손바닥
136일차	distressing 	"괴로움을 주는, 고통스러운"
136일차	report	보고
136일차	cancer	암
136일차	improve	개선하다
136일차	thrive 	번창하다
136일차	emphasize 	강조하다
136일차	abuse 	"유린, 학대"
137일차	perception 	인식
137일차	causal	원인의
137일차	flourish 	"매우 성공하다, 번성하다 02"
137일차	underscore 	강조하다
137일차	take stock 	"(찬찬히) 살펴보다, 점검하다"
137일차	vast 	방대한
137일차	zoning law 	토지 이용 규제법
137일차	breathe	숨쉬다
137일차	occasion 	"때, 경우"
137일차	fierce	흉포한
137일차	keep up 	유지하다
137일차	greed	탐욕
137일차	steel	강철
137일차	count 	중요하다
137일차	span	한 뼘
137일차	counter-argument 	반론
137일차	recognize 	"알다, 인식하다"
137일차	appropriate 	적합한
137일차	unfamiliar 	낯선
137일차	in one’s wake 	~의 결과로서
137일차	runner-up 	준우승자
137일차	entrapment 	"속박감, 함정에 빠진 상태"
137일차	cab	택시
137일차	hate	미워하다
137일차	character	인격
137일차	cross-cultural 	비교 문화의
137일차	replace 	"돌려주다, 갚다"
137일차	loop 	고리 모양으로 이동하다[움직이다]
137일차	side dish 	"곁가지 요리, 부식, 반찬"
137일차	obviously 	"명백히, 확실히"
137일차	supposedly 	"이른바, 생각건대"
137일차	manufacturer 	제조업자
137일차	cause	원인
137일차	begin	시작하다
137일차	accomplish 	"이루다, 성취하다"
137일차	digitization 	디지털화
137일차	P.M.	오후
137일차	reform 	개혁; 개혁하다
137일차	ashore 	뭍으로
137일차	strive for 	~을 위해 노력하다
137일차	subsequent 	"이후의, 그다음의"
137일차	candidate 	후보
137일차	tribe	종족
137일차	rest on 	~에 달려 있다
137일차	elect 	"당선시키다, 선출하다"
137일차	achieve	성취하다
137일차	pet	애완동물
137일차	consistent 	일관적인
137일차	doll	인형
137일차	aisle	측면복도
138일차	extremely 	"매우, 극도로"
138일차	practice 	"수완, 숙련"
138일차	transcribe 	(말소리를 기호로) 표기하다
138일차	own	자기자신의 소유하다
138일차	extent 	"규모, 정도"
138일차	consistent 	"일치하는, 일관된"
138일차	drive 	(조직적인) 운동
138일차	countryside	시골
138일차	biofuel 	바이오 연료
138일차	proportion	"비율, 비 균형, 조화"
138일차	conclusive 	"확실한, 결정적인"
138일차	there	거기에
138일차	control	억제하다
138일차	in the abstract 	추상적으로
138일차	remain	남다
138일차	glory	영광
138일차	prohibit 	금지하다
138일차	swallow	삼키다
138일차	trouser	즈봉
138일차	trading company 	무역 회사
138일차	absurd 	"터무니없는, 황당한"
138일차	blueprint 	"청사진, 계획"
138일차	the former 	전자
138일차	insecurity 	"위험, 불안정"
138일차	pray	빌다
138일차	oat 	귀리
138일차	lamp	등
138일차	sum	총계
138일차	be grateful for 	~을 고맙게 여기다
138일차	by accident 	우연히
138일차	within	prop.-의 안쪽에 안으로 내부
138일차	permission 	"허락, 허가"
138일차	teenage	10대
138일차	push	"밀다, 밀치다, 밀어서 움직 이다, 밀어 내다"
138일차	simulate	흉내내다
138일차	gender	성
138일차	scheme 	도식
138일차	soft	부드러운
138일차	opposing 	마주 보는
138일차	cognitive 	"인지의, 인식의"
138일차	diverse 	다양한
138일차	power	힘
138일차	reflect 	"비추다, 나타내다, 반사하다"
138일차	geography	지리
138일차	presidency 	회장직
138일차	regret	유감
138일차	endeavour 	노력하다; 노력
138일차	do justice to 	~에게 공평하게 대하다
138일차	normal	표준(의)
138일차	side effect 	부작용
139일차	preservation 	보존
139일차	shortage 	부족
139일차	immediately 	"즉각적으로, 즉시"
139일차	uniformity 	균일성
139일차	delivery 	배달
139일차	household 	가계
139일차	unawareness 	인식하지 못함
139일차	inquiry 	조사
139일차	spite	악의
139일차	contradict 	"~과 모순되다, 반박하다"
139일차	obesity 	비만
139일차	chest 	가슴
139일차	remedy 	치료하다
139일차	competent 	능숙한
139일차	hillside 	(작은 산이나 언덕의) 비탈
139일차	ladder	사닥다리
139일차	assumption 	가정
139일차	gathering 	모임
139일차	conduct 	(특정한 활동을) 수행하다
139일차	bankrupt	파산자
139일차	proportion 	"부분, 비율"
139일차	physical science 	자연 과학
139일차	urge	몰아대다
139일차	professionally 	직업상으로
139일차	gender bias 	성 편견
139일차	for	대신에
139일차	distinct	뚜렷이 다른
139일차	consensus 	"합의, 일치"
139일차	result in 	"결국 ~에 이르게 하다, ~을 야기[초래] 하다"
139일차	forget	잊다
139일차	sacred	신성한
139일차	rational 	"합리적인, 이성적인"
139일차	connect	잇다 이어지다
139일차	survival of the fittest 	적자생존
139일차	suffer 	"더 나빠지다, 악화되다"
139일차	performance 	경기력
139일차	reply	대답하다
139일차	effective	효과적인
139일차	accomplishment 	성취
139일차	inherit from 	~에서 물려받다
139일차	realm 	"영역, 범위"
139일차	evidential 	"증거적(인), 증거에 입각한"
139일차	electric vehicle 	전기 자동차
139일차	multiple 	"다수의, 다양한"
139일차	mechanism 	"기제, 방법"
139일차	establish	확립하다
139일차	magnetic field 	자기장
139일차	static 	정적인
139일차	windmill 	풍차
139일차	dirty	더러운
140일차	underline 	강조하다
140일차	reflexive 	반사적인
140일차	question	"물음, 질문, 질의"
140일차	supplement 	보충하다
140일차	sophisticated 	정교한
140일차	reliable 	"믿음직한, 신뢰할 만한"
140일차	objective	객관적인
140일차	poison	독
140일차	catch up on 	(소식·정보를) 알아내다
140일차	read	읽다
